index,data,valor
999,2017-05-06,21845.70
1000,2017-05-07,16640.21
1001,2017-05-08,11015.01
1002,2017-05-09,8822.79
1003,2017-05-10,8266.34
1004,2017-05-11,8641.07
1005,2017-05-12,12271.21
1006,2017-05-13,19040.06
1007,2017-05-14,17904.65
1008,2017-05-15,7576.26
1009,2017-05-16,8022.40
1010,2017-05-17,8591.31
1011,2017-05-18,8357.64
1012,2017-05-19,11738.91
1013,2017-05-20,17828.76
1014,2017-05-21,15033.00
1015,2017-05-22,7707.72
1016,2017-05-23,7612.81
1017,2017-05-24,7661.00
1018,2017-05-25,8897.90
1019,2017-05-26,11730.80
1020,2017-05-27,15245.76
1021,2017-05-28,13923.05
1022,2017-05-29,8350.20
1023,2017-05-30,8057.00
1024,2017-05-31,8175.60
1025,2017-06-01,10102.25
1026,2017-06-02,11972.89
1027,2017-06-03,16000.20
1028,2017-06-04,13287.35
1029,2017-06-05,7358.06
1030,2017-06-06,8128.32
1031,2017-06-07,8673.55
1032,2017-06-08,7626.71
1033,2017-06-09,11625.40
1034,2017-06-10,17748.45
1035,2017-06-11,16847.70
1036,2017-06-12,13148.30
1037,2017-06-13,9145.15
1038,2017-06-14,8029.92
1039,2017-06-15,14131.45
1040,2017-06-16,12812.77
1041,2017-06-17,16044.90
1042,2017-06-18,12070.90
1043,2017-06-19,7717.60
1044,2017-06-20,8621.10
1045,2017-06-21,7490.60
1046,2017-06-22,9086.10
1047,2017-06-23,11811.60
1048,2017-06-24,17451.01
1049,2017-06-25,15169.22
1050,2017-06-26,7839.73
1051,2017-06-27,8684.53
1052,2017-06-28,8950.50
1053,2017-06-29,9678.41
1054,2017-06-30,12957.71
1055,2017-07-01,15168.25
1056,2017-07-02,15318.52
1057,2017-07-03,11627.50
1058,2017-07-04,10723.45
1059,2017-07-05,10915.43
1060,2017-07-06,12074.68
1061,2017-07-07,14752.00
1062,2017-07-08,17102.75
1063,2017-07-09,15975.50
1064,2017-07-10,12148.34
1065,2017-07-11,9955.23
1066,2017-07-12,10925.30
1067,2017-07-13,10955.10
1068,2017-07-14,13497.40
1069,2017-07-15,16522.70
1070,2017-07-16,15429.40
1071,2017-07-17,10614.82
1072,2017-07-18,9995.30
1073,2017-07-19,10991.80
1074,2017-07-20,13944.70
1075,2017-07-21,15998.74
1076,2017-07-22,16789.10
1077,2017-07-23,13994.41
1078,2017-07-24,10951.50
1079,2017-07-25,11241.30
1080,2017-07-26,10622.25
1081,2017-07-27,11787.30
1082,2017-07-28,15131.30
1083,2017-07-29,16599.20
1084,2017-07-30,14835.40
1085,2017-07-31,10593.50
1086,2017-08-01,9494.40
1087,2017-08-02,8981.70
1088,2017-08-03,10097.01
1089,2017-08-04,12203.00
1090,2017-08-05,15654.30
1091,2017-08-06,14213.95
1092,2017-08-07,8923.80
1093,2017-08-08,8920.50
1094,2017-08-09,9365.42
1095,2017-08-10,9601.50
1096,2017-08-11,13431.61
1097,2017-08-12,15735.55
1098,2017-08-13,14108.91
1099,2017-08-14,9685.80
1100,2017-08-15,8161.40
1101,2017-08-16,8608.02
1102,2017-08-17,8423.70
1103,2017-08-18,11709.41
1104,2017-08-19,16043.30
1105,2017-08-20,13655.20
1106,2017-08-21,7954.70
1107,2017-08-22,8421.50
1108,2017-08-23,8543.40
1109,2017-08-24,8421.90
1110,2017-08-25,11111.90
1111,2017-08-26,14778.12
1112,2017-08-27,13666.30
1113,2017-08-28,8139.25
1114,2017-08-29,7338.52
1115,2017-08-30,7977.20
1116,2017-08-31,8170.92
1117,2017-09-01,12485.52
1118,2017-09-02,17057.20
1119,2017-09-03,13595.50
1120,2017-09-04,7614.00
1121,2017-09-05,8235.00
1122,2017-09-06,9850.80
1123,2017-09-07,8182.90
1124,2017-09-08,14050.31
1125,2017-09-09,18119.50
1126,2017-09-10,15294.70
1127,2017-09-11,8015.80
1128,2017-09-12,8766.95
1129,2017-09-13,8107.40
1130,2017-09-14,8680.93
1131,2017-09-15,11022.40
1132,2017-09-16,16030.70
1133,2017-09-17,14668.40
1134,2017-09-18,7953.20
1135,2017-09-19,7789.81
1136,2017-09-20,8216.10
1137,2017-09-21,8182.90
1138,2017-09-22,11073.55
1139,2017-09-23,15341.81
1140,2017-09-24,12359.00
1141,2017-09-25,5078.41
1142,2017-09-26,8303.01
1143,2017-09-27,7352.66
1144,2017-09-28,8857.72
1145,2017-09-29,11056.15
1146,2017-09-30,19105.54
1147,2017-10-01,16243.80
1148,2017-10-02,8949.41
1149,2017-10-03,7396.40
1150,2017-10-04,8255.30
1151,2017-10-05,9429.23
1152,2017-10-06,13369.30
1153,2017-10-07,17041.40
1154,2017-10-08,16020.50
1155,2017-10-09,9257.41
1156,2017-10-10,7914.91
1157,2017-10-11,11390.60
1158,2017-10-12,17720.40
1159,2017-10-13,12288.10
1160,2017-10-14,15625.40
1161,2017-10-15,14467.80
1162,2017-10-16,7529.50
1163,2017-10-17,7423.70
1164,2017-10-18,7336.00
1165,2017-10-19,8089.40
1166,2017-10-20,11542.70
1167,2017-10-21,17156.21
1168,2017-10-22,13806.90
1169,2017-10-23,8014.60
1170,2017-10-24,7316.20
1171,2017-10-25,7978.70
1172,2017-10-26,8122.30
1173,2017-10-27,10242.20
1174,2017-10-28,15454.80
1175,2017-10-29,14611.30
1176,2017-10-30,7760.90
1177,2017-10-31,7044.90
1178,2017-11-01,9383.03
1179,2017-11-02,7648.80
1180,2017-11-03,13293.61
1181,2017-11-04,16939.50
1182,2017-11-05,13039.05
1183,2017-11-06,8732.65
1184,2017-11-07,8735.30
1185,2017-11-08,9567.34
1186,2017-11-09,9526.30
1187,2017-11-10,10803.96
1188,2017-11-11,17069.45
1189,2017-11-12,14418.10
1190,2017-11-13,8113.60
1191,2017-11-14,10389.85
1192,2017-11-15,14294.80
1193,2017-11-16,8895.62
1194,2017-11-17,13234.40
1195,2017-11-18,19569.38
1196,2017-11-19,16006.00
1197,2017-11-20,10007.91
1198,2017-11-21,9409.70
1199,2017-11-22,8830.60
1200,2017-11-23,9889.20
1201,2017-11-24,20119.91
1202,2017-11-25,20166.20
1203,2017-11-26,20116.10
1204,2017-11-27,9697.60
1205,2017-11-28,8459.61
1206,2017-11-29,9496.71
1207,2017-11-30,10349.31
1208,2017-12-01,14607.70
1209,2017-12-02,23103.85
1210,2017-12-03,19763.41
1211,2017-12-04,11250.85
1212,2017-12-05,11936.50
1213,2017-12-06,11488.22
1214,2017-12-07,12946.15
1215,2017-12-08,16860.20
1216,2017-12-09,22862.45
1217,2017-12-10,20335.11
1218,2017-12-11,13162.00
1219,2017-12-12,11586.60
1220,2017-12-13,13008.10
1221,2017-12-14,13251.77
1222,2017-12-15,16432.81
1223,2017-12-16,21095.97
1224,2017-12-17,20949.95
1225,2017-12-18,14204.25
1226,2017-12-19,13293.07
1227,2017-12-20,16495.00
1228,2017-12-21,17241.00
1229,2017-12-22,19359.45
1230,2017-12-23,22602.25
1231,2017-12-24,13170.92
1232,2017-12-26,16763.40
1233,2017-12-27,15681.24
1234,2017-12-28,19331.20
1235,2017-12-29,19494.75
1236,2017-12-30,23106.70
1237,2017-12-31,18458.55
1238,2018-01-01,22429.40
1239,2018-01-02,15175.00
1240,2018-01-03,14527.61
1241,2018-01-04,14138.85
1242,2018-01-05,17116.64
1243,2018-01-06,20884.35
1244,2018-01-07,18162.40
1245,2018-01-08,13616.81
1246,2018-01-09,14108.35
1247,2018-01-10,11842.31
1248,2018-01-11,13975.11
1249,2018-01-12,15369.10
1250,2018-01-13,20002.50
1251,2018-01-14,18183.30
1252,2018-01-15,11117.41
1253,2018-01-16,12429.10
1254,2018-01-17,12923.51
1255,2018-01-18,12884.85
1256,2018-01-19,14362.75
1257,2018-01-20,19577.20
1258,2018-01-21,16657.45
1259,2018-01-22,10981.81
1260,2018-01-23,10778.10
1261,2018-01-24,10364.40
1262,2018-01-25,11156.66
1263,2018-01-26,11736.23
1264,2018-01-27,19360.05
1265,2018-01-28,16672.20
1266,2018-01-29,9782.25
1267,2018-01-30,9317.90
1268,2018-01-31,10174.46
1269,2018-02-01,11598.84
1270,2018-02-02,13550.81
1271,2018-02-03,17761.57
1272,2018-02-04,15787.85
1273,2018-02-05,10752.80
1274,2018-02-06,10730.40
1275,2018-02-07,10567.00
1276,2018-02-08,11285.01
1277,2018-02-09,12721.60
1278,2018-02-10,16542.85
1279,2018-02-11,9935.90
1280,2018-02-12,13763.95
1281,2018-02-13,8573.90
1282,2018-02-14,12927.25
1283,2018-02-15,10155.45
1284,2018-02-16,12564.25
1285,2018-02-17,19470.10
1286,2018-02-18,15702.75
1287,2018-02-19,9865.96
1288,2018-02-20,9603.09
1289,2018-02-21,9447.75
1290,2018-02-22,10664.75
1291,2018-02-23,12252.30
1292,2018-02-24,17701.15
1293,2018-02-25,15682.10
1294,2018-02-26,9593.19
1295,2018-02-27,8703.35
1296,2018-02-28,10337.45
1297,2018-03-01,11079.30
1298,2018-03-02,12852.15
1299,2018-03-03,18337.90
1300,2018-03-04,16138.03
1301,2018-03-05,10390.20
1302,2018-03-06,9730.93
1303,2018-03-07,10099.92
1304,2018-03-08,11687.90
1305,2018-03-09,12873.10
1306,2018-03-10,19571.55
1307,2018-03-11,17139.95
1308,2018-03-12,9106.15
1309,2018-03-13,9856.60
1310,2018-03-14,9701.10
1311,2018-03-15,9958.65
1312,2018-03-16,12161.80
1313,2018-03-17,16581.10
1314,2018-03-18,14865.10
1315,2018-03-19,15114.40
1316,2018-03-20,9211.20
1317,2018-03-21,8234.10
1318,2018-03-22,9953.20
1319,2018-03-23,11565.51
1320,2018-03-24,15963.72
1321,2018-03-25,15341.32
1322,2018-03-26,9103.70
1323,2018-03-27,8368.10
1324,2018-03-28,10754.40
1325,2018-03-29,12976.50
1326,2018-03-30,4339.81
1327,2018-03-31,19608.70
1328,2018-04-01,13004.70
1329,2018-04-02,8196.40
1330,2018-04-03,10955.30
1331,2018-04-04,9633.70
1332,2018-04-05,9908.30
1333,2018-04-06,12220.40
1334,2018-04-07,17911.80
1335,2018-04-08,15807.15
1336,2018-04-09,8449.30
1337,2018-04-10,10531.24
1338,2018-04-11,9362.60
1339,2018-04-12,10214.55
1340,2018-04-13,12244.30
1341,2018-04-14,18435.10
1342,2018-04-15,17624.42
1343,2018-04-16,9696.52
1344,2018-04-17,9959.40
1345,2018-04-18,9748.21
1346,2018-04-19,11638.53
1347,2018-04-20,14351.60
1348,2018-04-21,19156.54
1349,2018-04-22,16430.80
1350,2018-04-23,9444.00
1351,2018-04-24,8866.30
1352,2018-04-25,10066.80
1353,2018-04-26,10833.42
1354,2018-04-27,14501.20
1355,2018-04-28,20123.80
1356,2018-04-29,18866.90
1357,2018-04-30,15090.10
1358,2018-05-01,10735.90
1359,2018-05-02,10201.30
1360,2018-05-03,10797.61
1361,2018-05-04,14531.42
1362,2018-05-05,20445.91
1363,2018-05-06,17524.50
1364,2018-05-07,11294.50
1365,2018-05-08,10478.40
1366,2018-05-09,10858.30
1367,2018-05-10,12068.40
1368,2018-05-11,15848.52
1369,2018-05-12,22204.21
1370,2018-05-13,18930.61
1371,2018-05-14,9997.05
1372,2018-05-15,10761.70
1373,2018-05-16,10113.71
1374,2018-05-17,11635.81
1375,2018-05-18,14560.31
1376,2018-05-19,19970.60
1377,2018-05-20,18806.62
1378,2018-05-21,11266.03
1379,2018-05-22,10964.10
1380,2018-05-23,10286.70
1381,2018-05-24,12677.60
1382,2018-05-25,12789.80
1383,2018-05-26,15697.00
1384,2018-05-27,15892.32
1385,2018-05-28,9315.70
1386,2018-05-29,10213.10
1387,2018-05-30,11038.90
1388,2018-05-31,16762.90
1389,2018-06-01,13932.39
1390,2018-06-02,16405.00
1391,2018-06-03,14816.41
1392,2018-06-04,10316.40
1393,2018-06-05,11134.02
1394,2018-06-06,10041.60
1395,2018-06-07,10927.50
1396,2018-06-08,14583.00
1397,2018-06-09,20330.61
1398,2018-06-10,15174.61
1399,2018-06-11,10394.51
1400,2018-06-12,15461.72
1401,2018-06-13,11308.51
1402,2018-06-14,10756.62
1403,2018-06-15,13961.11
1404,2018-06-16,16852.91
1405,2018-06-17,7283.81
1406,2018-06-18,11253.70
1407,2018-06-19,10282.72
1408,2018-06-20,10461.12
1409,2018-06-21,11599.61
1410,2018-06-22,9967.11
1411,2018-06-23,15659.80
1412,2018-06-24,16896.01
1413,2018-06-25,10217.00
1414,2018-06-26,9470.35
1415,2018-06-27,6632.20
1416,2018-06-28,11077.40
1417,2018-06-29,13579.53
1418,2018-06-30,18605.80
1419,2018-07-01,16673.61
1420,2018-07-02,9747.30
1421,2018-07-03,12069.00
1422,2018-07-04,12058.02
1423,2018-07-05,13604.38
1424,2018-07-06,10515.85
1425,2018-07-07,23567.00
1426,2018-07-08,20781.00
1427,2018-07-09,14602.00
1428,2018-07-10,15957.52
1429,2018-07-11,12269.80
1430,2018-07-12,14953.80
1431,2018-07-13,13921.25
1432,2018-07-14,19563.00
1433,2018-07-15,15983.01
1434,2018-07-16,13752.80
1435,2018-07-17,14029.60
1436,2018-07-18,13063.00
1437,2018-07-19,14447.80
1438,2018-07-20,16653.90
1439,2018-07-21,19810.00
1440,2018-07-22,18983.30
1441,2018-07-23,13498.01
1442,2018-07-24,14468.60
1443,2018-07-25,14282.33
1444,2018-07-26,16314.80
1445,2018-07-27,16831.10
1446,2018-07-28,22091.90
1447,2018-07-29,18774.20
1448,2018-07-30,14157.50
1449,2018-07-31,14770.40
1450,2018-08-01,12258.51
1451,2018-08-02,11310.96
1452,2018-08-03,15903.50
1453,2018-08-04,19387.70
1454,2018-08-05,18747.81
1455,2018-08-06,12525.10
1456,2018-08-07,11588.00
1457,2018-08-08,11992.30
1458,2018-08-09,14479.10
1459,2018-08-10,15506.71
1460,2018-08-11,19751.90
1461,2018-08-12,19756.20
1462,2018-08-13,11097.45
1463,2018-08-14,12370.71
1464,2018-08-15,16490.30
1465,2018-08-16,12412.00
1466,2018-08-17,14275.60
1467,2018-08-18,18996.51
1468,2018-08-19,18591.20
1469,2018-08-20,11049.52
1470,2018-08-21,10576.80
1471,2018-08-22,9534.81
1472,2018-08-23,11137.62
1473,2018-08-24,13600.70
1474,2018-08-25,18774.70
1475,2018-08-26,16372.12
1476,2018-08-27,9581.50
1477,2018-08-28,10427.50
1478,2018-08-29,11621.90
1479,2018-08-30,9721.63
1480,2018-08-31,14467.80
1481,2018-09-01,19010.11
1482,2018-09-02,17179.90
1483,2018-09-03,10797.12
1484,2018-09-04,11096.00
1485,2018-09-05,11649.11
1486,2018-09-06,13140.39
1487,2018-09-07,12238.21
1488,2018-09-08,21408.61
1489,2018-09-09,17517.83
1490,2018-09-10,12605.60
1491,2018-09-11,10861.70
1492,2018-09-12,11278.90
1493,2018-09-13,11437.40
1494,2018-09-14,13865.62
1495,2018-09-15,19112.60
1496,2018-09-16,18606.52
1497,2018-09-17,11022.24
1498,2018-09-18,11391.31
1499,2018-09-19,11936.17
1500,2018-09-20,11509.50
1501,2018-09-21,15787.82
1502,2018-09-22,20884.82
1503,2018-09-23,22527.92
1504,2018-09-24,8306.40
1505,2018-09-25,12334.61
1506,2018-09-26,12532.11
1507,2018-09-27,11802.44
1508,2018-09-28,15858.01
1509,2018-09-29,21515.21
1510,2018-09-30,19539.03
1511,2018-10-01,11574.30
1512,2018-10-02,11745.41
1513,2018-10-03,12396.01
1514,2018-10-04,12038.50
1515,2018-10-05,16057.87
1516,2018-10-06,22377.21
1517,2018-10-07,11441.12
1518,2018-10-08,11824.10
1519,2018-10-09,11556.20
1520,2018-10-10,12886.30
1521,2018-10-11,15108.10
1522,2018-10-12,27351.50
1523,2018-10-13,21690.79
1524,2018-10-14,19021.30
1525,2018-10-15,14308.51
1526,2018-10-16,11457.80
1527,2018-10-17,12105.70
1528,2018-10-18,12937.21
1529,2018-10-19,17693.20
1530,2018-10-20,21980.21
1531,2018-10-21,21986.70
1532,2018-10-22,11776.42
1533,2018-10-23,11584.40
1534,2018-10-24,11568.62
1535,2018-10-25,11768.90
1536,2018-10-26,14266.50
1537,2018-10-27,19315.50
1538,2018-10-28,12903.71
1539,2018-10-29,11071.90
1540,2018-10-30,11205.80
1541,2018-10-31,12025.80
